wellbore_name,well_name,discovery_name,field_name,production_licence_name,drill_permit,drill_permit_version,drill_oper_group_designation,drill_oper_long_name,drilling_facility_name,wellbore_entry_date,wellbore_completion_date,drilling_days,main_NCS_area,quadrant,block,well_number_in_block,NS_decimal_degrees,EW_decimal_degrees,geodetic_datum,NS_UTM,EW_UTM,UTM_zone,seismic_location,reentry_activity,wellbore_status,wellbore_contents,wellbore_purpose,original_wellbore_purpose,total_depth,kelly_bushing_elevation,water_depth,deepest_penetrated_age,date_generated,NPDID_wellbore,NPDID_discovery,NPDID_field,NPDID_facility_drilling,NPDID_production_licence,www.npd.no/engelsk/cwi/pbl/en/well/all/*.htm
31/2-1,31/2-1,31/2-1 TROLL VEST,TROLL,054,219,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,17.07.1979,09.11.1979,116,NORTH SEA,31,2,1,60.771989,3.554408,ED50,6737677.61,530201.6,31,77 - 6046 SP 461,,,OIL/GAS,WILDCAT,WILDCAT,2433,24,324,LATE TRIASSIC,24.03.2006,398,44534,46437,288280,21228,398
31/2-1 R,31/2-1,31/2-1 TROLL VEST,TROLL,054,219,L2,SHELL,A/S Norske Shell,BORGNY DOLPHIN,26.10.1981,09.11.1981,15,NORTH SEA,31,2,1,60.771989,3.554408,ED50,6737677.61,530201.6,31,77-6046 SP.461,PLUGGING,P&A,OIL/GAS,WILDCAT,WILDCAT,2432,25,324,LATE TRIASSIC,24.03.2006,505,44534,46437,288280,21228,505
31/2-2,31/2-2,31/2-1 TROLL VEST,TROLL,054,241,L,SHELL,A/S Norske Shell,WEST VENTURE OLD,27.02.1980,23.04.1980,57,NORTH SEA,31,2,2,60.779944,3.623194,ED50,6738597.32,533940.27,31,79416 SP.200,,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,WILDCAT,1890,32,323,MIDDLE JURASSIC,24.03.2006,227,44534,46437,362494,21228,227
31/2-2 R,31/2-2,31/2-1 TROLL VEST,TROLL,054,241,L2,SHELL,A/S Norske Shell,WEST VENTURE OLD,28.05.1980,30.09.1980,126,NORTH SEA,31,2,2,60.779944,3.623194,ED50,6738597.32,533940.27,31,79416 SP.200,DRILLING/PLUGGING,P&A,OIL/GAS,APPRAISAL,WILDCAT,2600,32,323,TRIASSIC,24.03.2006,504,44534,46437,362494,21228,504
31/2-3,31/2-3,31/2-1 TROLL VEST,TROLL,054,247,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,28.03.1980,20.07.1980,115,NORTH SEA,31,2,3,60.841067,3.586339,ED50,6745386.82,531872.26,31,62-4421 SP.175,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2601,25,334,LATE TRIASSIC,24.03.2006,236,44534,46437,288280,21228,236
31/2-4,31/2-4,31/2-1 TROLL VEST,TROLL,054,261,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,01.09.1980,13.09.1980,13,NORTH SEA,31,2,4,60.856547,3.512314,ED50,6747077.42,527835,31,TLGS 78 - 6C & D - 26,,SUSP.REENTERED LATER,DRY,APPRAISAL,WILDCAT,815,25,336,OLIGOCENE,24.03.2006,208,44534,46437,288280,21228,208
31/2-4 R,31/2-4,31/2-1 TROLL VEST,TROLL,054,261,L2,SHELL,A/S Norske Shell,BORGNY DOLPHIN,09.10.1980,06.04.1981,180,NORTH SEA,31,2,4,60.856547,3.512314,ED50,6747077.42,527835,31,624445  SP: 195,DRILLING,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,WILDCAT,5035,25,336,EARLY TRIASSIC,24.03.2006,502,44534,46437,288280,21228,502
31/2-4 R2,31/2-4,31/2-1 TROLL VEST,TROLL,054,261,L3,SHELL,A/S Norske Shell,BORGNY DOLPHIN,04.11.1982,12.11.1982,9,NORTH SEA,31,2,4,60.856547,3.512314,ED50,6747077.42,527835,31,624445 SP.195,PLUGGING,P&A,OIL/GAS,APPRAISAL,WILDCAT,5035,25,336,EARLY TRIASSIC,24.03.2006,503,44534,46437,288280,21228,503
31/2-5,31/2-5,31/2-1 TROLL VEST,TROLL,054,263,L,SHELL,A/S Norske Shell,WEST VENTURE OLD,26.10.1980,21.12.1980,57,NORTH SEA,31,2,5,60.771167,3.431517,ED50,6737535.76,523507.71,31,79421 SP. 274,,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,WILDCAT,2532,32,333,TRIASSIC,24.03.2006,210,44534,46437,362494,21228,210
31/2-5 R,31/2-5,31/2-1 TROLL VEST,TROLL,054,263,L2,SHELL,A/S Norske Shell,BORGNY DOLPHIN,12.06.1981,20.07.1981,39,NORTH SEA,31,2,5,60.771167,3.431517,ED50,6737535.76,523507.71,31,79421   SP. 274,TESTING,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,WILDCAT,2525,25,333,TRIASSIC,24.03.2006,500,44534,46437,288280,21228,500
31/2-5 R2,31/2-5,31/2-1 TROLL VEST,TROLL,054,263,L3,SHELL,A/S Norske Shell,BORGNY DOLPHIN,22.03.1984,22.04.1984,32,NORTH SEA,31,2,5,60.771167,3.431517,ED50,6737535.76,523507.71,31,79421 SP.274,TESTING,P&A,OIL/GAS,APPRAISAL,WILDCAT,2525,25,333,TRIASSIC,24.03.2006,501,44534,46437,288280,21228,501
31/2-6,31/2-6,31/2-1 TROLL VEST,TROLL,054,296,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,21.07.1981,17.10.1981,89,NORTH SEA,31,2,6,60.903769,3.647064,ED50,6752401.9,535104.18,31,LINE 8007 - 152  SP: 720.,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1760,25,343,LATE JURASSIC,24.03.2006,399,44534,46437,288280,21228,399
31/2-7,31/2-7,31/2-1 TROLL VEST,TROLL,054,326,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,22.04.1982,14.06.1982,54,NORTH SEA,31,2,7,60.857203,3.452558,ED50,6747126.56,524587.9,31,8007 - 147  SP 998,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1660,25,338,LATE JURASSIC,24.03.2006,70,44534,46437,288280,21228,70
31/2-8,31/2-8,,,054,334,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,16.06.1982,18.08.1982,64,NORTH SEA,31,2,8,60.959172,3.497178,ED50,6758502.04,526925.96,31,8007-158 X-OVER 8100-406.,,P&A,OIL SHOWS,WILDCAT,WILDCAT,3375,25,346,TRIASSIC,24.03.2006,78,,,288280,21228,78
31/2-9,31/2-9,31/2-1 TROLL VEST,TROLL,054,344,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,29.08.1982,01.10.1982,34,NORTH SEA,31,2,9,60.881761,3.467619,ED50,6749867.74,525386.67,31,79403  SP 435,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1770,25,339,MIDDLE JURASSIC,24.03.2006,88,44534,46437,288280,21228,88
31/2-10,31/2-10,31/2-1 TROLL VEST,TROLL,054,346,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,02.10.1982,31.10.1982,30,NORTH SEA,31,2,10,60.79415,3.494294,ED50,6740119.84,526908.33,31,79-410 SP 668 AND 8007-328 SP 612,,P&A,DRY,APPRAISAL,APPRAISAL,1833,25,331,MIDDLE JURASSIC,24.03.2006,90,44534,46437,288280,21228,90
31/2-11,31/2-11,31/2-1 TROLL VEST,TROLL,054,365,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,17.03.1983,25.05.1983,70,NORTH SEA,31,2,11,60.824378,3.425044,ED50,6743460.35,523116.74,31,79 - 406  SP 778,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1744,25,336,MIDDLE JURASSIC,24.03.2006,6,44534,46437,288280,21228,6
31/2-12,31/2-12,31/2-1 TROLL VEST,TROLL,054,373,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,26.05.1983,08.09.1983,76,NORTH SEA,31,2,12,60.834833,3.513464,ED50,6744659.32,527916.41,31,82 - 41081  SP 956,,P&A,GAS,APPRAISAL,APPRAISAL,1615,25,334,MIDDLE JURASSIC,24.03.2006,14,44534,46437,288280,21228,14
31/2-13 S,31/2-13,31/2-1 TROLL VEST,TROLL,054,401,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,02.01.1984,15.03.1984,74,NORTH SEA,31,2,13,60.787264,3.434286,ED50,6739329.73,523646.72,31,81 007-412 SP 337.5 & 82-430 SP 102,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2010,25,333,MIDDLE JURASSIC,24.03.2006,93,44534,46437,288280,21228,93
31/2-14,31/2-14,31/2-1 TROLL VEST,TROLL,054,411,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,23.04.1984,21.06.1984,60,NORTH SEA,31,2,14,60.857367,3.427133,ED50,6747135.56,523206.43,31,SEE NOTES.,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1725,25,340,MIDDLE JURASSIC,24.03.2006,106,44534,46437,288280,21228,106
31/2-15,31/2-15,31/2-1 TROLL VEST,TROLL,054,434,L,SHELL,A/S Norske Shell,BORGNY DOLPHIN,10.09.1984,15.11.1984,67,NORTH SEA,31,2,15,60.923736,3.567381,ED50,6754585.85,530762.08,31,8007 - 154  SP. 290,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1677,25,343,MIDDLE JURASSIC,24.03.2006,439,44534,46437,288280,21228,439
31/2-16 S,31/2-16,31/2-1 TROLL VEST,TROLL,054,622,L,HYDRO,Norsk Hydro Produksjon AS,DEEPSEA BERGEN,27.09.1989,24.12.1989,89,NORTH SEA,31,2,16,60.766667,3.424319,ED50,6737031.98,523118.87,31,NH 8901 - 1145  SP. 336,,RE-CLASS TO DEV,OIL/GAS,APPRAISAL,APPRAISAL,2390,23,354,LATE JURASSIC,24.03.2006,1453,44534,46437,287983,21228,1453
31/2-16 SR,31/2-16,31/2-1 TROLL VEST,TROLL,054,622,L2,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,26.06.1991,08.07.1991,13,NORTH SEA,31,2,16,60.766667,3.424319,ED50,6737031.98,523118.87,31,NH 8901 - 1145 SP.336,TESTING,RE-CLASS TO DEV,OIL/GAS,APPRAISAL,APPRAISAL,2388,25,354,LATE JURASSIC,24.03.2006,1820,44534,46437,296677,21228,1820
31/2-17 S,31/2-17,31/2-1 TROLL VEST,TROLL,054,709,L,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,28.12.1991,20.01.1992,24,NORTH SEA,31,2,17,60.882522,3.451608,ED50,6749946.42,524516.87,31,NH-8901- LINJE 794 &  SP. 1404,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2220,24,341,MIDDLE JURASSIC,24.03.2006,1885,44534,46437,296677,21228,1885
31/2-17 A,31/2-17,31/2-1 TROLL VEST,TROLL,054,716,L,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,20.01.1992,31.01.1992,12,NORTH SEA,31,2,17,60.882522,3.451608,ED50,6749946.42,524516.87,31,NH-8901- LINJE 794 & SP. 1404,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1924,24,340,MIDDLE JURASSIC,24.03.2006,1898,44534,46437,296677,21228,1898
31/2-17 B,31/2-17,31/2-1 TROLL VEST,TROLL,054,719,L,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,01.02.1992,14.02.1992,14,NORTH SEA,31,2,17,60.882522,3.451608,ED50,6749946.42,524516.87,31,NH-8901- LINJE 794 & SP. 1404,,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,APPRAISAL,1838,24,340,LATE JURASSIC,24.03.2006,1899,44534,46437,296677,21228,1899
31/2-17 BR,31/2-17,31/2-1 TROLL VEST,TROLL,054,719,L2,HYDRO,Norsk Hydro Produksjon AS,WEST DELTA,14.02.1993,24.02.1993,11,NORTH SEA,31,2,17,60.882522,3.451608,ED50,6749946.42,524516.87,31,NH-8901-LINE 794 & SP.1404,PLUGGING,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1833,29,340,LATE JURASSIC,24.03.2006,2106,44534,46437,287821,21228,2106
31/2-18,31/2-18,31/2-1 TROLL VEST,TROLL,054,741,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SAGA,15.09.1992,07.10.1992,23,NORTH SEA,31,2,18,60.902914,3.578275,ED50,6752271.73,531373.19,31,NH 9101-  REKKE 1446 &  KOLONNE 2042,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1711,26,340,MIDDLE JURASSIC,24.03.2006,1988,44534,46437,296326,21228,1988
31/2-18 A,31/2-18,31/2-1 TROLL VEST,TROLL,054,743,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SAGA,07.10.1992,17.10.1992,11,NORTH SEA,31,2,18,60.902914,3.578275,ED50,6752271.73,531373.19,31,NH 9101-  REKKE 1446 &  KOLONNE 2042,,P&A,OIL/GAS,APPRAISAL,WILDCAT,2005,26,340,MIDDLE JURASSIC,24.03.2006,2038,44534,46437,296326,21228,2038
31/2-19 S,31/2-19,,,191,844,L,HYDRO,Norsk Hydro Produksjon AS,WEST VANGUARD,08.05.1996,13.07.1996,45,NORTH SEA,31,2,19,60.910417,3.371478,ED50,6753026.19,520149.18,31,NH 92 - INLINE 2920 & CROSSLINE 3662,,P&A,DRY,WILDCAT,WILDCAT,4114,22,344,EARLY JURASSIC,24.03.2006,2798,,,287902,1043631,2798
31/2-20 S,31/2-20,,,054,1045,L,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,27.11.2002,08.12.2002,9,NORTH SEA,31,2,20,60.799806,3.449361,ED50,6740732.2,524457.97,31,NH0102-Inline 1281 &  crossline 898,,P&A,DRY,WILDCAT,WILDCAT,3400,23,332,MIDDLE JURASSIC,24.03.2006,4636,,,289333,21228,4636
31/3-1,31/3-1,31/6-1 TROLL ?ST,TROLL,085,379,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,17.07.1983,13.10.1983,88,NORTH SEA,31,3,1,60.779961,3.734278,ED50,6738661.73,539989.88,31,ST 8116 - 138  SP 481,,P&A,GAS,APPRAISAL,WILDCAT,2374,23,334,TRIASSIC,24.03.2006,20,44552,46437,287983,21476,20
31/3-2,31/3-2,31/6-1 TROLL ?ST,TROLL,085,403,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SEEKER,04.03.1984,30.04.1984,46,NORTH SEA,31,3,2,60.869836,3.678275,ED50,6748639.4,536836.48,31,ST 8007 - 338 A  SP. 204.5,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2090,25,340,EARLY JURASSIC,24.03.2006,100,44552,46437,287956,21476,100
31/3-3,31/3-3,,,085,438,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,13.10.1984,18.11.1984,37,NORTH SEA,31,3,3,60.833969,3.843933,ED50,6744748.95,545884.32,31,ST 8007 - 347  SP. 781,,P&A,DRY,WILDCAT,WILDCAT,2573,26,332,EARLY JURASSIC,24.03.2006,447,,,296326,21476,447
31/4-1,31/4-1,,,055,224,L,HYDRO,Norsk Hydro Produksjon AS,NORSKALD,09.09.1979,25.09.1979,17,NORTH SEA,31,4,1,60.605056,3.008972,ED50,6718956.4,500491.31,31,,,JUNKED,DRY,WILDCAT,WILDCAT,1000,25,170,MIOCENE,24.03.2006,400,,,288091,21236,400
31/4-2,31/4-2,,,055,226,L,HYDRO,Norsk Hydro Produksjon AS,NORSKALD,25.09.1979,15.11.1979,52,NORTH SEA,31,4,2,60.604056,3.007417,ED50,6718845,500406.14,31,,,P&A,OIL SHOWS,WILDCAT,WILDCAT,2900,25,142,TRIASSIC,24.03.2006,401,,,288091,21236,401
31/4-3,31/4-3,31/4-3 BRAGE,BRAGE,055,236,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SEEKER,24.12.1979,11.05.1980,140,NORTH SEA,31,4,3,60.586722,3.093917,ED50,6716918.02,505145.68,31,954 231 SP.586,,P&A,OIL/GAS,WILDCAT,WILDCAT,4981,25,170,EARLY PERMIAN,24.03.2006,402,44546,43651,287956,21236,402
31/4-4,31/4-4,,,055,267,L,HYDRO,Norsk Hydro Produksjon AS,NORTRYM,17.12.1980,17.02.1981,63,NORTH SEA,31,4,4,60.666978,3.115033,ED50,6725858.96,506287.02,31,X 954459 + 954235.,,P&A,DRY,WILDCAT,WILDCAT,3150,25,214,EARLY JURASSIC,24.03.2006,214,,,288010,21236,214
31/4-5,31/4-5,31/4-3 BRAGE,BRAGE,055,288,L,HYDRO,Norsk Hydro Produksjon AS,NORTRYM,27.05.1981,29.07.1981,64,NORTH SEA,31,4,5,60.558589,3.056992,ED50,6713782.15,503125.28,31,LINE 954 - 231  SP: 435.,,P&A,OIL,APPRAISAL,WILDCAT,2930,25,148,TRIASSIC,24.03.2006,403,44546,43651,288010,21236,403
31/4-6,31/4-6,31/4-3 BRAGE,BRAGE,055,317,L,HYDRO,Norsk Hydro Produksjon AS,NORTRYM,28.02.1982,20.04.1982,52,NORTH SEA,31,4,6,60.521414,3.033289,ED50,6709640.64,501827.57,31,954 443  SP 190,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2447,25,130,EARLY JURASSIC,24.03.2006,43,44546,43651,288010,21236,43
31/4-7,31/4-7,31/4-3 BRAGE,BRAGE,055,425,L,HYDRO,Norsk Hydro Produksjon AS,VILDKAT EXPLORER,26.07.1984,11.09.1984,48,NORTH SEA,31,4,7,60.568947,3.018283,ED50,6714934.67,501002.29,31,954 - 447  SP. 600,,P&A,OIL/GAS,APPRAISAL,WILDCAT,2505,24,139,LATE TRIASSIC,24.03.2006,235,44546,43651,297028,21236,235
31/4-8,31/4-8,31/4-3 BRAGE,BRAGE,055,508,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE HUNTER,21.03.1986,11.05.1986,52,NORTH SEA,31,4,8,60.523006,3.002664,ED50,6709817.47,500146.24,31,NH 8501 - 077  SP. 172,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2570,25,124,LATE TRIASSIC,24.03.2006,312,44546,43651,289360,21236,312
31/4-9,31/4-9,31/4-3 BRAGE,BRAGE,055,534,L,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,23.01.1987,07.03.1987,44,NORTH SEA,31,4,9,60.533969,3.090811,ED50,6711042.08,504983.64,31,NH 8501 - 129   SP 610,,P&A,OIL,APPRAISAL,APPRAISAL,2480,23,147,EARLY JURASSIC,24.03.2006,1026,44546,43651,289333,21236,1026
31/4-10,31/4-10,31/4-3 BRAGE,BRAGE,055,829,L,HYDRO,Norsk Hydro Produksjon AS,WEST VANGUARD,14.11.1995,13.12.1995,30,NORTH SEA,31,4,10,60.625067,3.18785,ED50,6721199.94,510280.06,31,NH 9209- ROW 2078 & COLUMN 1224,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2350,22,234,MIDDLE JURASSIC,24.03.2006,2617,44546,43651,287902,21236,2617
31/4-11,31/4-11,31/4-11,BRAGE,055,981,L,HYDRO,Norsk Hydro Produksjon AS,SCARABEO 6,27.07.2000,12.09.2000,48,NORTH SEA,31,4,11,60.611828,3.100483,ED50,6719714.87,505501.19,31,NH9204 RANDOML.1855 CROSSL.891,,P&A,OIL/GAS,WILDCAT,APPRAISAL,3271,26,183,EARLY JURASSIC,24.03.2006,4147,1626899,43651,297001,21236,4147
31/4-12,31/4-12,,,055,1090,L,HYDRO,Norsk Hydro Produksjon AS,DEEPSEA TRYM,06.02.2005,14.03.2005,37,NORTH SEA,31,4,12,60.595944,3.164389,ED50,6717952.8,509004.27,31,NH9204:inline 1800 & crossline 1200,,P&A,DRY,WILDCAT,WILDCAT,2200,25,210,JURASSIC,24.03.2006,5051,,,296164,21236,5051
31/5-1,31/5-1,,,085,386,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,05.09.1983,30.09.1983,26,NORTH SEA,31,5,1,60.725881,3.549169,ED50,6732539.55,529959.16,31,8007-331 SP 1201 & 8007-132 SP 887,,JUNKED,DRY,WILDCAT,WILDCAT,860,26,316,OLIGOCENE,24.03.2006,27,,,296326,21476,27
31/5-2,31/5-2,31/2-1 TROLL VEST,TROLL,085,391,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,05.10.1983,11.11.1983,38,NORTH SEA,31,5,2,60.725914,3.547983,ED50,6732542.72,529894.43,31,ST 8007 - 132  SP 884,,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,WILDCAT,2500,26,316,TRIASSIC,24.03.2006,32,44534,46437,296326,21476,32
31/5-2 R,31/5-2,31/2-1 TROLL VEST,TROLL,085,391,L2,SAGA,Saga Petroleum ASA,TREASURE SAGA,11.06.1984,30.08.1984,81,NORTH SEA,31,5,2,60.725914,3.547983,ED50,6732542.72,529894.43,31,ST 8007 - 132  SP 884,TESTING,P&A,OIL/GAS,APPRAISAL,WILDCAT,2500,26,316,TRIASSIC,24.03.2006,499,44534,46437,296326,21476,499
31/5-3,31/5-3,31/2-1 TROLL VEST,TROLL,085,405,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,10.04.1984,09.06.1984,61,NORTH SEA,31,5,3,60.743658,3.439011,ED50,6734474.49,523936.46,31,8007 - 325  SP. 1189,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2253,26,327,EARLY JURASSIC,24.03.2006,101,44534,46437,296326,21476,101
31/5-4 S,31/5-4,31/2-1 TROLL VEST,TROLL,085,650,L,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,13.09.1990,10.10.1990,28,NORTH SEA,31,5,4,60.721164,3.561961,ED50,6732020.1,530661.48,31,NH 9056 - 209&  SP. 95,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1909,24,316,MIDDLE JURASSIC,24.03.2006,1669,44534,46437,296677,21476,1669
31/5-4 A,31/5-4,31/2-1 TROLL VEST,TROLL,085,656,L,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,10.10.1990,13.12.1990,65,NORTH SEA,31,5,4,60.721164,3.561961,ED50,6732020.1,530661.48,31,NH 9056-209 & SP.95,,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,APPRAISAL,2603,24,316,LATE JURASSIC,24.03.2006,1689,44534,46437,296677,21476,1689
31/5-4 AR,31/5-4,31/2-1 TROLL VEST,TROLL,085,656,L2,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,09.07.1991,18.07.1991,10,NORTH SEA,31,5,4,60.721164,3.561961,ED50,6732020.1,530661.48,31,NH 9056-209 &  SP.95,TESTING,SUSPENDED,OIL/GAS,APPRAISAL,APPRAISAL,2602,24,316,LATE JURASSIC,24.03.2006,1832,44534,46437,296677,21476,1832
31/5-5,31/5-5,31/2-1 TROLL VEST,TROLL,085,751,L,HYDRO,Norsk Hydro Produksjon AS,WEST DELTA,30.12.1992,11.02.1993,44,NORTH SEA,31,5,5,60.697128,3.485761,ED50,6729309.74,526523.74,31,NH 9101- ROW 694& COLUMN 542,,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,APPRAISAL,1930,29,319,MIDDLE JURASSIC,24.03.2006,2059,44534,46437,287821,21476,2059
31/5-5 R,31/5-5,31/2-1 TROLL VEST,TROLL,085,751,L2,HYDRO,Norsk Hydro Produksjon AS,WEST VENTURE,18.07.2002,27.07.2002,10,NORTH SEA,31,5,5,60.697128,3.485761,ED50,6729309.74,526523.74,31,NH 9101- ROW 694& COLUMN 542,PLUGGING,P&A,OIL/GAS,APPRAISAL,APPRAISAL,1937,36,319,MIDDLE JURASSIC,24.03.2006,4593,44534,46437,297055,21476,4593
31/5-6,31/5-6,,,191,979,L,HYDRO,Norsk Hydro Produksjon AS,SCARABEO 6,05.07.2000,25.07.2000,21,NORTH SEA,31,5,6,60.722161,3.357319,ED50,6732053.04,519495.4,31,NH9453-312 N-S& NH9453-110 E-W,,P&A,OIL SHOWS,WILDCAT,WILDCAT,2370,26,328,EARLY JURASSIC,24.03.2006,4128,,,297001,1043631,4128
31/6-1,31/6-1,31/6-1 TROLL ?ST,TROLL,085,381,L,HYDRO,Norsk Hydro Produksjon AS,NORTRYM,15.07.1983,28.10.1983,106,NORTH SEA,31,6,1,60.645803,3.681189,ED50,6723687.94,537253.6,31,ST 8007 - 123  SP 1175,,P&A,OIL/GAS,WILDCAT,WILDCAT,4070,25,302,PRE-DEVONIAN,24.03.2006,22,44552,46437,288010,21476,22
31/6-2,31/6-2,31/6-1 TROLL ?ST,TROLL,085,393,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,18.10.1983,11.12.1983,55,NORTH SEA,31,6,2,60.582844,3.915489,ED50,6716831.54,550164.4,31,ST 8007 - 351  SP 1647,,SUSP.REENTERED LATER,GAS,APPRAISAL,APPRAISAL,2020,23,303,EARLY JURASSIC,24.03.2006,34,44552,46437,287983,21476,34
31/6-2 R,31/6-2,31/6-1 TROLL ?ST,TROLL,085,393,L2,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,31.07.1984,08.09.1984,40,NORTH SEA,31,6,2,60.582844,3.915489,ED50,6716831.54,550164.4,31,ST 8007 - 351 SP 1647,DRILLING/PLUGGING,P&A,GAS,APPRAISAL,APPRAISAL,2235,23,303,LATE TRIASSIC,24.03.2006,498,44552,46437,287983,21476,498
31/6-3,31/6-3,,,085,394,L,HYDRO,Norsk Hydro Produksjon AS,NORTRYM,01.11.1983,26.12.1983,56,NORTH SEA,31,6,3,60.501325,3.998214,ED50,6707818.42,554834.84,31,ST 8007 - 107  SP 1025,,P&A,DRY,WILDCAT,WILDCAT,2250,25,301,TRIASSIC,24.03.2006,35,,,288010,21476,35
31/6-4,31/6-4,31/6-1 TROLL ?ST,TROLL,085,407,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,05.03.1984,16.03.1984,12,NORTH SEA,31,6,4,60.618347,3.805656,ED50,6720706.99,544097.83,31,NH 8202 - 120  SP. 246,,JUNKED,DRY,APPRAISAL,APPRAISAL,820,23,304,EOCENE,24.03.2006,404,44552,46437,287983,21476,404
31/6-5,31/6-5,31/6-1 TROLL ?ST,TROLL,085,409,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,16.03.1984,21.05.1984,67,NORTH SEA,31,6,5,60.618556,3.805828,ED50,6720730.31,544106.97,31,NH 8202 - 120  SP. 246,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2082,23,304,EARLY JURASSIC,24.03.2006,105,44552,46437,287983,21476,105
31/6-6,31/6-6,31/6-1 TROLL ?ST,TROLL,085,416,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,22.05.1984,29.07.1984,69,NORTH SEA,31,6,6,60.699189,3.934614,ED50,6729804.22,551028.07,31,NH 8007-129  SP. 156,,P&A,GAS,APPRAISAL,APPRAISAL,2290,23,313,LATE TRIASSIC,24.03.2006,127,44552,46437,287983,21476,127
31/6-7,31/6-7,31/6-1 TROLL ?ST,TROLL,085,459,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SEEKER,01.04.1985,13.04.1985,13,NORTH SEA,31,6,7,60.555467,3.677511,ED50,6713624.35,537156.13,31,N H  8202 - 338  SP.  247,,JUNKED,DRY,APPRAISAL,APPRAISAL,698,25,300,OLIGOCENE,24.03.2006,141,44552,46437,287956,21476,141
31/6-8,31/6-8,31/6-1 TROLL ?ST,TROLL,085,462,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SEEKER,14.04.1985,25.05.1985,42,NORTH SEA,31,6,8,60.555933,3.677519,ED50,6713676.33,537156.05,31,NH 8202 - 338  SP. 247,,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,APPRAISAL,2138,25,300,EARLY JURASSIC,24.03.2006,466,44552,46437,287956,21476,466
